date,<20,20s,30s,40s,50s,60s,70s,80s,90+
2020-03-25,1.0,3,2.0,4.0,4.0,4.0,3.0,1.0,0.0
2020-03-26,1.0,3,4.0,4.0,4.0,4.0,3.0,1.0,0.0
2020-03-27,1.0,3,4.0,4.0,4.0,5.0,3.0,1.0,0.0
2020-03-28,1.0,4,7.0,5.0,6.0,5.0,4.0,2.0,0.0
2020-03-29,1.0,6,7.0,6.0,6.0,5.0,5.0,2.0,1.0
2020-03-30,1.0,10,10.0,7.0,7.0,6.0,6.0,4.0,2.0
2020-03-31,1.0,11,10.0,10.0,10.0,8.0,9.0,4.0,3.0
2020-04-01,1.0,14,10.0,12.0,14.0,9.0,9.0,5.0,4.0
2020-04-02,1.0,15,11.0,15.0,21.0,9.0,9.0,6.0,4.0
2020-04-03,1.0,17,13.0,18.0,30.0,11.0,9.0,7.0,7.0
2020-04-04,1.0,19,17.0,20.0,36.0,14.0,10.0,7.0,9.0
2020-04-05,1.0,21,17.0,20.0,36.0,14.0,10.0,7.0,9.0
2020-04-06,1.0,22,19.0,21.0,38.0,19.0,12.0,8.0,10.0
2020-04-07,1.0,26,21.0,21.0,38.0,21.0,13.0,8.0,10.0
2020-04-08,1.0,26,21.0,21.0,38.0,22.0,16.0,10.0,12.0
2020-04-09,2.0,29,22.0,24.0,39.0,25.0,17.0,10.0,12.0
