date,London,Durham,Halton,Hamilton,Ottawa,Waterloo,Windsor
2021-02-16,-48.21428571428571,-8.300395256917,-23.722627737226276,-45.723684210526315,-10.625,-28.037383177570092,-25.824175824175825
2021-02-15,-42.47311827956989,-17.424242424242422,-31.20805369127517,-41.89602446483181,-23.952095808383238,-22.32704402515722,-15.789473684210536
2021-02-14,-31.52173913043478,-26.10169491525424,-25.773195876288653,-36.23188405797102,-25.21994134897361,-9.966777408637869,-8.717948717948715
2021-02-13,-29.787234042553195,-27.936507936507937,-32.46376811594203,-43.45549738219895,-26.64835164835165,-10.942249240121583,-2.475247524752476
2021-02-12,-0.6060606060606091,-22.256097560975604,-26.78062678062677,-27.90055248618785,-8.1570996978852,-3.030303030303031,-2.803738317757009
2021-02-11,-11.47540983606558,-17.41741741741741,-27.472527472527474,-19.00826446280992,11.111111111111114,14.01273885350318,-24.3801652892562
2021-02-10,-1.6483516483516496,-26.203208556149733,-14.080459770114942,-9.090909090909092,3.1446540880503164,5.757575757575765,-26.506024096385545
2021-02-09,-14.0,-29.95049504950495,8.099688473520246,-16.708860759493675,11.400651465798047,10.062893081761004,-28.46975088967972
2021-02-08,-24.43438914027149,-35.97285067873304,-5.98290598290599,-30.02207505518764,-6.197183098591552,0.0,-39.40397350993378
2021-02-07,-14.285714285714292,-34.135667396061265,2.0527859237536603,-23.946784922394684,10.303030303030296,-12.781954887218047,-35.10971786833855
2021-02-06,-23.577235772357724,-32.97872340425532,-4.43213296398892,-15.673289183222964,4.597701149425276,-21.1031175059952,-46.98162729658792
2021-02-05,-41.69611307420495,-30.36093418259024,-9.536082474226802,-29.98065764023211,-21.93396226415093,-27.78993435448578,-52.33853006681514
2021-02-04,-39.40397350993378,-32.3170731707317,-16.704805491990854,-32.02247191011236,-35.1528384279476,-40.07633587786259,-52.54901960784314
2021-02-03,-47.85100286532952,-25.3493013972056,-21.973094170403584,-35.53113553113553,-41.97080291970803,-43.005181347150256,-55.376344086021504
2021-02-02,-46.6183574879227,-12.475247524752476,-23.026315789473685,-10.47430830039525,-35.21897810218978,-43.63057324840764,-57.703081232493
2021-02-01,-51.45413870246085,-13.773584905660371,-29.83539094650206,-20.598591549295776,-45.72368421052632,-37.264150943396224,-57.57978723404255
2021-01-31,-56.61375661375661,-16.8141592920354,-26.4765784114053,-25.0,-50.35663338088445,-43.7246963562753,-58.63192182410423
2021-01-30,-50.52447552447553,-28.528072837632777,-18.315789473684205,-6.0,-43.61702127659575,-41.93138500635324,-52.02991452991453
2021-01-29,-46.83098591549296,-28.90173410404624,-3.744493392070481,-12.459016393442624,-43.45679012345679,-36.09756097560975,-47.20496894409938
2021-01-28,-41.24579124579124,-27.705627705627705,-8.418891170431209,-15.740740740740748,-30.808080808080803,-27.80548628428928,-51.13835376532399
2021-01-27,-40.34810126582279,-34.50134770889488,-17.36641221374046,-29.166666666666657,-31.51162790697674,-26.328217237308152,-44.5364238410596
2021-01-26,-34.59715639810426,-31.29251700680273,-8.799999999999997,-34.028683181225546,-38.21871476888388,-32.76231263383298,-44.43579766536965
2021-01-25,-36.77510608203678,-33.91521197007481,-3.187250996015933,-28.28282828282829,-36.26834381551362,-37.278106508875744,-42.41960183767228
2021-01-23,-20.58823529411765,-36.87150837988828,-12.477718360071291,-21.045751633986924,-25.346112886048985,-32.018348623853214,-27.764705882352946
2021-01-22,-22.0708446866485,-26.69632925472748,-17.820069204152247,-29.39666238767652,-22.15320910973085,-26.72253258845437,-35.090152565880715
2021-01-21,-21.76308539944904,-27.61506276150628,-28.05071315372425,-25.33659730722154,-17.933130699088153,-22.641509433962256,-34.64140730717186
2021-01-20,-19.729729729729726,-33.17261330761812,-24.024960998439937,-24.29906542056075,-21.350546176762663,-29.33920704845815,-19.46403385049365
2020-10-26,37.77777777777777,30.731707317073187,-4.072398190045249,-1.1695906432748586,-17.933130699088153,-16.666666666666657,-34.04255319148936
2020-10-25,-10.9375,38.0952380952381,5.050505050505066,-5.844155844155836,-15.15650741350906,6.38297872340425,-27.272727272727263
2020-10-24,-36.25000000000001,76.3888888888889,21.89349112426035,0.0,-7.393715341959336,-7.7777777777777715,-51.16279069767442
2020-10-23,-30.666666666666657,90.98360655737709,24.2603550295858,9.022556390977444,-3.6000000000000085,10.000000000000012,-37.5
2020-10-22,-18.181818181818173,65.67164179104478,35.365853658536594,-7.878787878787875,1.6161616161616337,0.0,-13.888888888888884
2020-10-21,-42.6829268292683,106.19469026548671,15.104166666666671,-12.20930232558139,5.050505050505066,3.4090909090909207,-30.232558139534888
2020-10-20,-38.27160493827161,73.77049180327867,10.659898477157356,3.267973856209167,-21.06918238993709,28.571428571428584,-20.930232558139533
2020-10-19,-51.08695652173913,86.36363636363635,20.108695652173907,40.1639344262295,21.178637200736645,61.19402985074626,95.83333333333331
2020-10-18,-16.883116883116884,52.41935483870967,-2.9411764705882315,7.6923076923076925,-3.1897926634768794,16.049382716049394,15.789473684210536
2020-10-17,25.0,5.882352941176478,-25.55066079295155,-8.917197452229303,-23.26241134751773,-11.764705882352946,0.0
2020-10-16,11.940298507462671,-12.857142857142858,-22.831050228310502,-16.875,-32.61455525606469,-25.233644859813083,-14.893617021276595
2020-10-15,-14.492753623188404,18.584070796460185,-20.772946859903385,37.5,-34.52380952380952,-17.924528301886802,-10.0
2020-10-14,44.230769230769226,3.6697247706422047,17.791411042944787,70.29702970297029,-35.963777490297545,-12.871287128712869,22.85714285714285
2020-10-13,39.622641509433954,16.190476190476204,35.86206896551725,71.91011235955057,-9.012875536480694,-28.03738317757009,22.85714285714285
