date,<20,20s,30s,40s,50s,60s,70s,80s,90+
2020-04-01,0.0128205128205128,0.1794871794871795,0.1282051282051282,0.1538461538461538,0.1794871794871795,0.1153846153846154,0.1153846153846154,0.0641025641025641,0.0512820512820512
2020-04-02,0.0109890109890109,0.1648351648351648,0.1208791208791208,0.1648351648351648,0.2307692307692308,0.0989010989010989,0.0989010989010989,0.0659340659340659,0.0439560439560439
2020-04-03,0.0088495575221238,0.1504424778761062,0.1150442477876106,0.1592920353982301,0.2654867256637168,0.0973451327433628,0.079646017699115,0.0619469026548672,0.0619469026548672
2020-04-04,0.0075187969924812,0.1428571428571428,0.1278195488721804,0.150375939849624,0.2706766917293233,0.1052631578947368,0.075187969924812,0.0526315789473684,0.0676691729323308
2020-04-05,0.0074074074074074,0.1555555555555555,0.1259259259259259,0.1481481481481481,0.2666666666666666,0.1037037037037037,0.074074074074074,0.0518518518518518,0.0666666666666666
2020-04-06,0.0066666666666666,0.1466666666666666,0.1266666666666666,0.14,0.2533333333333333,0.1266666666666666,0.08,0.0533333333333333,0.0666666666666666
2020-04-07,0.0062893081761006,0.1635220125786163,0.1320754716981132,0.1320754716981132,0.2389937106918239,0.1320754716981132,0.0817610062893081,0.050314465408805,0.0628930817610062
2020-04-08,0.0059880239520958,0.155688622754491,0.1257485029940119,0.1257485029940119,0.2275449101796407,0.1317365269461078,0.0958083832335329,0.059880239520958,0.0718562874251497
2020-04-09,0.0111111111111111,0.1611111111111111,0.1222222222222222,0.1333333333333333,0.2166666666666666,0.1388888888888889,0.0944444444444444,0.0555555555555555,0.0666666666666666
2020-04-10,0.0103092783505154,0.1546391752577319,0.1185567010309278,0.1288659793814432,0.2164948453608247,0.1443298969072164,0.1082474226804123,0.056701030927835,0.0618556701030927
2020-04-11,0.0094339622641509,0.1415094339622641,0.1226415094339622,0.1367924528301886,0.2122641509433962,0.1367924528301886,0.1132075471698113,0.0566037735849056,0.070754716981132
2020-04-12,0.0086206896551724,0.1422413793103448,0.1163793103448275,0.146551724137931,0.2241379310344828,0.125,0.1120689655172413,0.0603448275862069,0.0646551724137931
2020-04-13,0.0122448979591836,0.1428571428571428,0.110204081632653,0.1469387755102041,0.2244897959183672,0.1306122448979592,0.1061224489795918,0.0612244897959183,0.0653061224489796
2020-04-14,0.0120967741935483,0.1411290322580645,0.1088709677419354,0.1451612903225806,0.2258064516129032,0.1290322580645161,0.1088709677419354,0.064516129032258,0.064516129032258
2020-04-15,0.01171875,0.140625,0.10546875,0.14453125,0.21875,0.125,0.10546875,0.08203125,0.06640625
2020-04-16,0.0142857142857142,0.1357142857142857,0.1035714285714285,0.1357142857142857,0.2071428571428572,0.1214285714285714,0.1,0.1,0.0821428571428571
2020-04-17,0.0139372822299651,0.1358885017421602,0.1080139372822299,0.1358885017421602,0.205574912891986,0.1254355400696864,0.0975609756097561,0.0975609756097561,0.0801393728222996
2020-04-18,0.0131578947368421,0.1414473684210526,0.1052631578947368,0.1381578947368421,0.1973684210526316,0.1184210526315789,0.1019736842105263,0.0986842105263158,0.0855263157894736
2020-04-19,0.0124610591900311,0.1682242990654205,0.102803738317757,0.1308411214953271,0.1931464174454829,0.1183800623052959,0.0996884735202492,0.0934579439252336,0.0809968847352024
2020-04-20,0.0120481927710843,0.1686746987951807,0.1024096385542168,0.1265060240963855,0.2018072289156626,0.1144578313253012,0.0963855421686747,0.0963855421686747,0.0813253012048192
2020-04-21,0.0117302052785923,0.1759530791788856,0.1026392961876832,0.126099706744868,0.1994134897360704,0.1114369501466275,0.093841642228739,0.0997067448680352,0.0791788856304985
2020-04-22,0.0115942028985507,0.1739130434782608,0.1072463768115942,0.1246376811594203,0.2,0.1101449275362318,0.0927536231884058,0.0985507246376811,0.081159420289855
2020-04-23,0.0140845070422535,0.1690140845070422,0.1070422535211267,0.1239436619718309,0.2,0.1070422535211267,0.0929577464788732,0.104225352112676,0.0816901408450704
2020-04-24,0.0165745856353591,0.1657458563535911,0.1160220994475138,0.1215469613259668,0.1988950276243093,0.1049723756906077,0.0911602209944751,0.1049723756906077,0.080110497237569
2020-04-25,0.0189189189189189,0.1702702702702702,0.1135135135135135,0.1189189189189189,0.1972972972972973,0.1027027027027027,0.0891891891891892,0.1108108108108108,0.0783783783783783
2020-04-26,0.0188172043010752,0.1720430107526882,0.1129032258064516,0.1182795698924731,0.1989247311827957,0.1021505376344086,0.0887096774193548,0.1102150537634408,0.0779569892473118
2020-04-27,0.0183246073298429,0.1675392670157068,0.1099476439790576,0.1151832460732984,0.193717277486911,0.1099476439790576,0.0890052356020942,0.112565445026178,0.0837696335078534
2020-04-28,0.0179028132992327,0.1636828644501279,0.1074168797953964,0.1176470588235294,0.1943734015345268,0.1150895140664961,0.0869565217391304,0.1125319693094629,0.0843989769820971
2020-04-29,0.0175,0.1675,0.105,0.1175,0.195,0.115,0.085,0.1125,0.085
2020-04-30,0.0171990171990172,0.1695331695331695,0.1056511056511056,0.1154791154791154,0.1941031941031941,0.113022113022113,0.0835380835380835,0.113022113022113,0.0884520884520884
2020-05-01,0.0194647201946472,0.170316301703163,0.1046228710462287,0.1143552311435523,0.1946472019464721,0.1119221411192214,0.0827250608272506,0.1119221411192214,0.0900243309002433
2020-05-02,0.0193236714975845,0.1714975845410628,0.1038647342995169,0.1135265700483091,0.1932367149758454,0.1135265700483091,0.0845410628019323,0.1111111111111111,0.0893719806763285
2020-05-03,0.0190023752969121,0.168646080760095,0.1021377672209026,0.1187648456057007,0.1947743467933492,0.1116389548693586,0.0855106888361045,0.1116389548693586,0.0878859857482185
