date,London,London_7,Durham,Durham_7,Halton,Halton_7,Hamilton,Hamilton_7,Ottawa,Ottawa_7,Waterloo,Waterloo_7,Windsor,Windsor_7
2020-10-26,11.0,8.857142857142858,23.0,38.285714285714285,27.0,30.285714285714285,41.0,24.142857142857142,76.0,77.14285714285714,4.0,12.857142857142858,2.0,4.428571428571429
2020-10-25,10.0,8.142857142857142,52.0,37.285714285714285,31.0,29.714285714285715,13.0,20.714285714285715,80.0,73.57142857142857,21.0,14.285714285714286,12.0,4.571428571428571
2020-10-24,8.0,7.285714285714286,51.0,36.285714285714285,21.0,29.428571428571427,10.0,20.428571428571427,89.0,71.57142857142857,14.0,11.857142857142858,2.0,3.0
2020-10-23,10.0,7.428571428571429,38.0,33.285714285714285,34.0,30.0,15.0,20.714285714285715,87.0,68.85714285714286,13.0,12.571428571428571,6.0,3.571428571428572
2020-10-22,10.0,7.714285714285714,29.0,31.714285714285715,29.0,31.714285714285715,20.0,21.714285714285715,72.0,71.85714285714286,9.0,12.428571428571429,2.0,4.428571428571429
2020-10-21,3.0,6.714285714285714,43.0,33.285714285714285,24.0,31.571428571428573,34.0,21.571428571428573,57.0,74.28571428571429,15.0,13.0,-2.0,4.285714285714286
2020-10-20,10.0,7.142857142857143,32.0,30.285714285714285,46.0,31.142857142857142,36.0,22.571428571428573,79.0,71.71428571428571,14.0,14.142857142857142,9.0,4.857142857142857
2020-10-19,6.0,11.857142857142858,16.0,29.285714285714285,23.0,31.571428571428573,17.0,24.428571428571427,51.0,94.0,14.0,15.428571428571429,3.0,6.714285714285714
2020-10-18,4.0,11.0,45.0,27.0,29.0,28.285714285714285,11.0,22.0,66.0,86.71428571428571,4.0,13.428571428571429,1.0,6.285714285714286
2020-10-17,9.0,10.428571428571429,30.0,20.571428571428573,25.0,24.142857142857142,12.0,20.428571428571427,70.0,77.28571428571429,19.0,12.857142857142858,6.0,6.142857142857143
